parameter_id,IMPC_XRY_059_001
parameter_name,Shape of ribcage
mouse_strain,C57BL
gene_accession_id,MGI:1922745
analysis_id,670191kul5i47w7
gene_symbol,Morn5
pvalue,0.55851
mouse_life_stage,Early adult
