pvalue,0.5210764
analysis_id,81ehn1pi86ln486
parameter_name,Hemorrhage
parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:1860103
mouse_strain,C57BL
gene_symbol,Slc2a8
mouse_life_stage,Early adult
