parameter_id,IMPC_CBC_003_001
pvalue,0.1414064
gene_symbol,Bcs1l
mouse_strain,C57BL
gene_accession_id,MGI:1914071
analysis_id,096tm30ig3u0x90
mouse_life_stage,E12.5
parameter_name,Chloride
