parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
gene_symbol,Mov10
analysis_id,j8qvx59l4264q7z
gene_accession_id,MGI:97054
pvalue,0.2474829
mouse_strain,C57BL
mouse_life_stage,Early adult
