mouse_strain,129SV
gene_symbol,Mms22l
analysis_id,o73wtd805x01183
pvalue,0.3399629
parameter_name,NKT cells (panel A)
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_004_001
