mouse_strain,C57BL
parameter_id,MGP_BMI_019_001
analysis_id,s9l0237o6m4e1qb
parameter_name,T cells - % of CD45+
gene_symbol,Arpc2
pvalue,0.1551734
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
