gene_symbol,Secisbp2l
mouse_life_stage,Early adult
parameter_id,MGP_IMM_110_001
pvalue,0.7743158
mouse_strain,C57BL
analysis_id,n77ukty4143a9l2
gene_accession_id,MGI:1917604
parameter_name,Transitional 1 B cells - % of CD45+
