parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:99501
pvalue,0.06115368
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,764517v337nln52
parameter_name,Hemorrhage
gene_symbol,Fgb
