parameter_id,IMPC_ABR_008_001
analysis_id,d63dt53mjt50j5h
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2385156
parameter_name,18kHz-evoked ABR Threshold
pvalue,0.3896757
gene_symbol,Sdcbp2
