parameter_name,Whole arena resting time
gene_symbol,Nanp
pvalue,0.6849132
gene_accession_id,MGI:1914561
analysis_id,1rn9o671c4fz733
mouse_life_stage,E18.5
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
