gene_symbol,Hspa5
mouse_life_stage,E12.5
parameter_id,IMPC_ACS_034_001
analysis_id,d12k5y53ea4050q
gene_accession_id,MGI:95835
parameter_name,% Pre-pulse inhibition - PPI2
pvalue,0.8722634
mouse_strain,C57BL
