gene_symbol,Fgb
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI1
parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
analysis_id,b7in0zi3pdpe052
pvalue,0.8318252
gene_accession_id,MGI:99501
