parameter_id,IMPC_GEL_033_001
mouse_strain,C57BL
gene_accession_id,MGI:1914515
pvalue,0.4007539
parameter_name,Tail bud morphology
analysis_id,0tq04bg9k05793j
gene_symbol,Slc39a10
mouse_life_stage,E9.5
