parameter_id,ICS_FEA_016_001
pvalue,0.1464434
parameter_name,% Freezing duration habituation-1
mouse_strain,C57BL
analysis_id,b273avl23c486de
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
gene_symbol,Hspa5
