parameter_id,JAXLA_CSD_021_001
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
gene_symbol,Rab17
analysis_id,18s6gc8k035ef42
mouse_life_stage,Early adult
pvalue,0.5196861
gene_accession_id,MGI:104640
