gene_symbol,Slc30a4
pvalue,0.8820646
parameter_name,Limb grasping
gene_accession_id,MGI:1345282
parameter_id,ESLIM_008_001_017
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,4l495p349x6wn98
