parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
analysis_id,289sqx875niea4a
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
pvalue,0.9908281
gene_symbol,Zmynd8
mouse_strain,C57BL
