parameter_id,IMPC_IPG_010_001
mouse_strain,C57BL
pvalue,0.3446096
gene_symbol,Gfi1b
analysis_id,ci4q0cbk9x0123c
mouse_life_stage,Early adult
gene_accession_id,MGI:1276578
parameter_name,Fasted blood glucose concentration
