parameter_name,Periphery resting time
mouse_strain,C57BL
parameter_id,ESLIM_007_001_007
analysis_id,3199e2czow1j3on
gene_accession_id,MGI:1915472
mouse_life_stage,Early adult
pvalue,0.4690502
gene_symbol,Tubb4b
