parameter_name,Periphery resting time
mouse_strain,C57BL
gene_symbol,Inpp1
gene_accession_id,MGI:104848
analysis_id,rrldfl5038hu486
parameter_id,HRWLLA_OFD_011_001
pvalue,0.4714481
mouse_life_stage,Early adult
