parameter_id,IMPC_CSD_047_001
parameter_name,Hindlimb digit - size
gene_accession_id,MGI:106659
pvalue,0.245622
gene_symbol,Sprr1b
analysis_id,sv127pv2409556n
mouse_life_stage,Early adult
mouse_strain,C57BL
