parameter_name,Total cholesterol
mouse_strain,C57BL
gene_accession_id,MGI:1914061
analysis_id,euhg3bt2u684881
parameter_id,HMGULA_CBC_015_001
pvalue,0.8270796
gene_symbol,Duoxa2
mouse_life_stage,Early adult
