mouse_life_stage,E12.5
parameter_id,M-G-P_014_001_001
parameter_name,Eye
pvalue,0.2101599
analysis_id,sny58a31do9lgum
mouse_strain,C57BL
gene_accession_id,MGI:99501
gene_symbol,Fgb
