gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_id,JAX_OFD_013_001
mouse_life_stage,Late adult
analysis_id,60701hs668ia5n9
pvalue,0.8806425
parameter_name,Periphery average speed
mouse_strain,C57BL
