parameter_id,JAX_OFD_007_001
parameter_name,Whole arena resting time
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,t0qw1zzbia54046
gene_symbol,Tiprl
pvalue,0.859384
gene_accession_id,MGI:1915087
