Parameter_id,IMPC_ECG_004_001
mouse_life_stage,Early adult
parameter_name,RR
Pvalue,0.8077447
Mouse_strain,C57BL
analysis_id,q46a1svt2l8el30
Gene_accession_id,MGI:97838
Gene_symbol,Eprs1
