gene_symbol,Jun
parameter_name,30kHz-evoked ABR Threshold
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,32ku6ph5yd29jkf
parameter_id,IMPC_ABR_012_001
pvalue,0.4193414
gene_accession_id,MGI:96646
