parameter_name,HDL-cholesterol
pvalue,0.9936535
parameter_id,IMPC_CBC_016_001
analysis_id,o77gk6347py355c
gene_symbol,Mms22l
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
