parameter_id,JAX_LDT_004_001
gene_accession_id,MGI:1921262
parameter_name,Dark side time spent
mouse_strain,C57BL
analysis_id,792x9f413z3x6k5
gene_symbol,Rap2b
pvalue,0.6416458
mouse_life_stage,Early adult
