parameter_id,IMPC_XRY_066_001
mouse_life_stage,Early adult
parameter_name,Sacral processes
mouse_strain,C57BL
pvalue,0.09572264
gene_symbol,Car13
analysis_id,al4334mqdf2817s
gene_accession_id,MGI:1931322
