mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Nipal3
analysis_id,f22vru94911j2s0
gene_accession_id,MGI:1921802
pvalue,0.1426931
parameter_name,Large Unstained Cell (LUC) count
parameter_id,IMPC_HEM_039_001
