gene_symbol,Snap23
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
analysis_id,8d648kx1nuf44kn
mouse_strain,C57BL
pvalue,0.9465207
