gene_symbol,ZMYND8
analysis_id,n3wf22yg0bw7d87
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
pvalue,0.6955191
gene_accession_id,MGI:1918025
parameter_id,MGP_CSD_025_001
mouse_strain,129SV
