parameter_name,Distance travelled - total
parameter_id,JAXLA_OFD_020_001
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
pvalue,0.2761832
gene_symbol,Ahcy
mouse_strain,C57BL
analysis_id,4uh5xcrlo7uwa6v
