parameter_id,MGP_MLN_021_001
pvalue,0.9992445
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,44jlo7qulf8p6b3
mouse_strain,C57BL
gene_symbol,Opn3
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
