gene_symbol,Extl1
mouse_strain,C57BL
pvalue,0.5987433
parameter_name,Cornea
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
analysis_id,hfi03l7kw959g0o
parameter_id,IMPC_EYE_007_001
