parameter_name,Whole arena resting time
gene_symbol,AU040320
pvalue,0.3908404
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,020f1ia40o98yzq
parameter_id,JAX_OFD_007_001
