gene_symbol,Bcs1l
parameter_name,Periphery permanence time
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
analysis_id,r066flw4z57bf22
pvalue,0.6971821
