mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,Prepulse inhibition - PP4
pvalue,0.3926576
analysis_id,0a3v7px7cn8n1l3
parameter_id,ESLIM_011_001_704
gene_accession_id,MGI:1920638
