gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.8092577
parameter_id,IMPC_IMM_065_001
analysis_id,hb2141wp1raybi5
mouse_life_stage,Early adult
parameter_name,B2B Cells
gene_accession_id,MGI:1336200
