mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
analysis_id,pw83h6e4954mapl
parameter_name,Chloride
mouse_strain,C57BL
gene_symbol,Opn3
parameter_id,IMPC_CBC_003_001
pvalue,0.3911342
