gene_symbol,Cntfr
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,a8pb1s0vjdc8909
parameter_id,M-G-P_007_001_011
parameter_name,center - resting time
pvalue,0.300081
gene_accession_id,MGI:99605
