gene_symbol,Dnaaf9
mouse_strain,C57BL
gene_accession_id,MGI:1923029
parameter_name,Global prepulse inhibition
mouse_life_stage,Early adult
analysis_id,hj9kkg7l9795w8v
parameter_id,ESLIM_011_001_705
pvalue,0.1472711
