gene_symbol,Cntfr
parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
analysis_id,ngp19m0353x730f
parameter_name,Center resting time
pvalue,0.262767
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
