mouse_strain,129SV
parameter_name,Tibia length
gene_accession_id,MGI:99605
analysis_id,40hm106ua0647wy
mouse_life_stage,Early adult
pvalue,0.9407251
parameter_id,TCPLA_XRY_033_001
gene_symbol,Cntfr
