parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,5wtojhj8qps687v
mouse_strain,C57BL
gene_symbol,Arpc5l
pvalue,0.8608105
gene_accession_id,MGI:1921442
