parameter_id,M-G-P_026_001_004
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,90puw4mal7s7527
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_name,Coat colouration
pvalue,0.1420998
