gene_symbol,AU040320
parameter_id,HMGULA_CBC_017_001
mouse_strain,C57BL
analysis_id,3vc6agh22i2dvin
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
pvalue,0.7139224
parameter_name,Triglycerides
