parameter_name,Skull shape
gene_symbol,Arpc2
mouse_strain,129SV
pvalue,0.9563754
gene_accession_id,MGI:1923959
analysis_id,35797tkz7573e7c
parameter_id,IMPC_XRY_001_001
mouse_life_stage,Early adult
