parameter_id,IMPC_ACS_034_001
mouse_strain,C57BL
analysis_id,95nxw4128588x41
pvalue,0.5018968
parameter_name,% Pre-pulse inhibition - PPI2
mouse_life_stage,Early adult
gene_symbol,Ints7
gene_accession_id,MGI:1924315
