gene_symbol,Cdin1
parameter_name,Center distance travelled
gene_accession_id,MGI:3026886
parameter_id,JAX_OFD_014_001
analysis_id,4r6q535187by6b6
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.4676912
