parameter_id,JAXLA_DXA_003_001
pvalue,0.3773975
mouse_life_stage,Early adult
analysis_id,441zl788y1l425e
parameter_name,Lean mass
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_strain,129SV
