parameter_id,IMPC_DXA_004_001
gene_accession_id,MGI:1919107
gene_symbol,Slc17a9
analysis_id,11108prt0etmw2r
pvalue,0.07958324
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
mouse_life_stage,Early adult
