mouse_life_stage,Middle aged adult
pvalue,0.7894971
analysis_id,1olh1kcq27pudsm
mouse_strain,C53BL
gene_accession_id,MGI:2446186
parameter_name,Whole arena average speed
parameter_id,ESLIM_007_001_005
gene_symbol,Lpgat1
