parameter_name,Startle response
pvalue,0.4406814
gene_symbol,Zyg11b
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:2685277
analysis_id,l2l4w9vjxk880wn
