parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,ESLIM_007_001_003
gene_accession_id,MGI:2685266
analysis_id,6k1g743384u6w79
pvalue,0.8973769
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
