parameter_id,MGP_PBI_002_001
gene_accession_id,MGI:1914836
pvalue,0.8704522
analysis_id,8aauanembfi7f21
gene_symbol,Ubxn11
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Alpha beta T cell percentage
