gene_symbol,Duoxa2
mouse_life_stage,Early adult
parameter_name,Periphery distance travelled
pvalue,0.2336258
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1914061
analysis_id,qb2v1i5q4mo2s06
mouse_strain,C57BL
