pvalue,0.8711157
mouse_life_stage,E9.5
analysis_id,q80u7d6cdjj0rfz
gene_symbol,Wars2
parameter_id,HRWLLA_CSD_008_001
gene_accession_id,MGI:1917810
parameter_name,Coat - color pattern - back
mouse_strain,C57BL
