gene_symbol,Fgb
parameter_id,IMPC_CSD_008_001
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.6174286
parameter_name,Coat - color pattern - back
analysis_id,96seug32qj243un
mouse_life_stage,E15.5
