gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.9673658
parameter_name,Monocytes
parameter_id,IMPC_IMM_051_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,hqpku10696y1z87
