parameter_id,IMPC_EYE_092_002
gene_accession_id,MGI:1915087
analysis_id,1z53lol1i3xuuh8
mouse_strain,C57BL
parameter_name,Retina (combined)
pvalue,0.1003219
mouse_life_stage,E9.5
gene_symbol,Tiprl
