parameter_name,Whole arena average speed
analysis_id,18i49cvi612ap94
parameter_id,ESLIM_007_001_005
pvalue,0.3736523
gene_accession_id,MGI:1922745
gene_symbol,Morn5
mouse_life_stage,Early adult
mouse_strain,C57BL
