gene_symbol,Ints7
mouse_life_stage,Early adult
parameter_name,Hemoglobin
pvalue,0.8379493
mouse_strain,C57BL
gene_accession_id,MGI:1924315
analysis_id,9514r5ci6qc86m6
parameter_id,IMPC_HEM_003_001
